axon_id,reasons,category,gratio,axon_diam,myelin_thickness,solidity,eccentricity,sample,slice_id
0,border-touching; very low gratio (0.177); myelin>>axon (mt/ad=2.32),border,0.1774472134810917,0.111127174276004,0.2575638271954031,0.8992248062015504,0.9935846612842018,sample5,03
1,border-touching,border,0.6199126753867752,0.4183523215118389,0.1282522691844919,0.9220415030846887,0.9836209145882017,sample5,03
2,border-touching,border,0.7606810538696003,0.7494517363800475,0.117893037307603,0.9540687160940325,0.6594612144394497,sample5,03
3,border-touching,border,0.7299265845819001,0.6259147499946146,0.1157944770489755,0.9641079381713388,0.9270466956532781,sample5,03
4,border-touching,border,0.8645546277522033,2.595602821847575,0.2033199401908357,0.9819694007386028,0.8699789823610724,sample5,03
5,border-touching,border,0.6308802978765117,0.2260538434112029,0.06613055410405728,0.9320388349514563,0.9860243040091669,sample5,03
6,border-touching; tiny axon (0.0206 um); very low gratio (0.167); myelin>>axon (mt/ad=2.50),border,0.1666666666666667,0.02063579820784273,0.05158949551960684,1.0,0.0,sample5,03
7,border-touching,border,0.8342923964629977,2.546076192990611,0.2528515099452907,0.9726379682134015,0.7643239966586091,sample5,03
10,low solidity (0.714),merge_error,0.5650579312176134,0.4952591569882256,0.1906079274559567,0.7137546468401487,0.9159010859798157,sample5,03
21,very low gratio (0.230); myelin>>axon (mt/ad=1.68),myelin_dominant,0.22958598675772,0.1738803263883271,0.291742196395626,0.7573333333333333,0.9929336004968536,sample5,03
22,tiny axon (0.0357 um); very low gratio (0.074); low solidity (0.706); myelin>>axon (mt/ad=6.27),artifact,0.07390530175619406,0.03574225095072239,0.2239400173072796,0.7058823529411765,0.9395969713167904,sample5,03
24,low solidity (0.723),merge_error,0.4080019867971209,0.4848314805749442,0.3517375926177753,0.7225130890052356,0.9926682169333481,sample5,03
26,tiny axon (0.0146 um); very low gratio (0.026); myelin>>axon (mt/ad=18.86),artifact,0.02582419336567287,0.0145917128479628,0.2752243493641114,1.0,1.0,sample5,03
29,border-touching,border,0.8687808412173907,5.2123673444818,0.3936334837048392,0.9588223801866519,0.7601991520482775,sample5,03
32,tiny axon (0.0206 um); very low gratio (0.114); myelin>>axon (mt/ad=3.90),artifact,0.113592366849413,0.02063579820784273,0.08051478085598816,1.0,0.0,sample5,03
44,tiny axon (0.0310 um); very low gratio (0.044); myelin>>axon (mt/ad=10.97),artifact,0.04360207201969473,0.0309536973117641,0.3394798756229842,0.75,0.9583937179043478,sample5,03
47,border-touching; low solidity (0.711),border,0.6833920577667622,0.9621682953231346,0.2228809367933044,0.7110384300899427,0.9694202378650059,sample5,03
58,tiny axon (0.0253 um); very low gratio (0.031); myelin>>axon (mt/ad=15.81),artifact,0.03066417274869832,0.02527358802212713,0.3994660895275114,1.0,0.7905694150420949,sample5,03
62,border-touching,border,0.8542695478696631,1.586274224335258,0.1353018262745954,0.9746000329869702,0.5019744752659698,sample5,03
63,border-touching,border,0.8384452217303963,5.699973921691122,0.5491462049010498,0.9461633855216246,0.6461971508288976,sample5,03
64,tiny axon (0.0413 um),artifact,0.4364357804719848,0.04127159641568547,0.02664675544879396,0.8888888888888888,0.6909013535683651,sample5,03
70,border-touching,border,0.8242941331295595,0.7957502003345243,0.08481073268789621,0.9747623729924615,0.6254660451147452,sample5,03
77,tiny axon (0.0292 um); very low gratio (0.090); myelin>>axon (mt/ad=5.05),artifact,0.09007546982220901,0.0291834256959256,0.1474025890054045,1.0,0.8944271909999159,sample5,03
81,low solidity (0.692),merge_error,0.7154446233085054,0.8077010640563759,0.1606243677350106,0.6919602529358627,0.9808624213866675,sample5,03
82,tiny axon (0.0206 um); very low gratio (0.099); myelin>>axon (mt/ad=4.56),artifact,0.09889363528682975,0.02063579820784273,0.09401539872657574,1.0,0.0,sample5,03
90,border-touching,border,0.6603061125954426,0.7316256302011502,0.188192074635622,0.9009138147285433,0.72177191135017,sample5,03
92,border-touching,border,0.6973211096416253,0.7403047668342237,0.1606681787301384,0.8792485055508112,0.9761274899948316,sample5,03
99,tiny axon (0.0231 um),artifact,0.4152273992686998,0.02307152378135234,0.01624603167832482,1.0,0.816496580927726,sample5,03
103,border-touching,border,0.6968411462798095,0.4318752614373331,0.09394308150890761,0.955810147299509,0.9272797427622146,sample5,03
114,border-touching,border,0.7461430453936104,0.35920517647365,0.06110539576921747,0.957345971563981,0.4587424705916934,sample5,03
127,border-touching,border,0.867812789099082,2.582279719476528,0.1966693497557077,0.9791005580479265,0.6751349651424331,sample5,03
130,border-touching; very low gratio (0.133); myelin>>axon (mt/ad=3.27),border,0.1326959576174487,0.05054717604425427,0.1651887928665866,1.0,0.9894548898363074,sample5,03
131,tiny axon (0.0206 um); very low gratio (0.170); myelin>>axon (mt/ad=2.44),artifact,0.1702513061517497,0.02063579820784273,0.05028603596794667,1.0,0.0,sample5,03
133,very low gratio (0.259); myelin>>axon (mt/ad=1.43),myelin_dominant,0.2590095632952704,0.05836685139185121,0.08348973325865922,0.8421052631578947,0.9604425225002878,sample5,03
134,tiny axon (0.0292 um); very low gratio (0.191); myelin>>axon (mt/ad=2.12),artifact,0.1906925178491184,0.0291834256959256,0.06192787487654454,1.0,0.8944271909999159,sample5,03
141,very low gratio (0.240); low solidity (0.722); myelin>>axon (mt/ad=1.58),myelin_dominant,0.2403700850309326,0.06443525925166556,0.1018158114393762,0.7222222222222222,0.9607146243785505,sample5,03
143,very low gratio (0.291); low solidity (0.744); myelin>>axon (mt/ad=1.22),myelin_dominant,0.2906293962315718,0.2467682556114079,0.3011569867737456,0.7438231469440832,0.8291162295043057,sample5,03
144,tiny axon (0.0372 um); myelin>>axon (mt/ad=1.01),artifact,0.3319178987723074,0.03720171427425243,0.03743967941099839,0.8666666666666667,0.825484876815077,sample5,03
