axon_id,reasons,category,gratio,axon_diam,myelin_thickness,solidity,eccentricity,sample,slice_id
0,border-touching,border,0.6313679034867584,0.3333815228280119,0.09732449893332643,0.9363228699551569,0.9056414874654442,sample3,03
1,border-touching,border,0.8516379188640926,3.427965730135914,0.2985894113685513,0.9663045286223289,0.7429780436814728,sample3,03
2,border-touching; tiny axon (0.0413 um); myelin>>axon (mt/ad=1.10),border,0.3123475237772121,0.04127159641568547,0.04543099162386283,1.0,0.9759000729485332,sample3,03
3,border-touching,border,0.6940003228843952,0.5752170914388095,0.1268127970892698,0.9694323144104804,0.9367408174135204,sample3,03
4,border-touching,border,0.8404367752119125,0.8397527574646466,0.07971667944442444,0.9313835770528683,0.7738956481049326,sample3,03
5,border-touching,border,0.7456606546800346,0.2690578906196897,0.04588683023831205,0.9631728045325779,0.8184533350935168,sample3,03
6,border-touching,border,0.8353810970892921,1.136843335245906,0.1120122919237706,0.9240371441619729,0.6315785158059841,sample3,03
7,border-touching,border,0.7159488679067477,0.4059539344434904,0.08053066344914084,0.9467889908256881,0.9210290501901459,sample3,03
8,border-touching,border,0.8491133531559646,2.071098191054281,0.1840161034869085,0.9512028140418801,0.642992889019933,sample3,03
9,border-touching,border,0.7156981041079934,0.9872887053985928,0.1960938900958938,0.9662304769945125,0.6143366784491024,sample3,03
10,tiny axon (0.0206 um); very low gratio (0.065); myelin>>axon (mt/ad=7.17),artifact,0.06516352124510746,0.02063579820784273,0.1480206760186752,1.0,0.0,sample3,03
13,low solidity (0.721),merge_error,0.3958810211288326,0.2154440583459051,0.1643850520551125,0.7206611570247934,0.8353182176305288,sample3,03
14,tiny axon (0.0357 um); very low gratio (0.213); myelin>>axon (mt/ad=1.85),artifact,0.2132007163556104,0.03574225095072239,0.06595188310005494,1.0,0.9561828874675149,sample3,03
18,border-touching,border,0.8417802606642608,0.4786437696335818,0.04498257799864573,0.9413823272090989,0.9371987415918911,sample3,03
33,tiny axon (0.0292 um),artifact,0.3592106040535498,0.0291834256959256,0.02602989654580533,0.8,0.9428090415820634,sample3,03
34,tiny axon (0.0206 um); very low gratio (0.250); myelin>>axon (mt/ad=1.50),artifact,0.25,0.02063579820784273,0.0309536973117641,1.0,0.0,sample3,03
36,gratio=1.000; no myelin; tiny axon (0.0461 um),invalid,1.0,0.04614304756270469,0.0,1.0,0.6123724356957945,sample3,03
37,gratio=1.000; no myelin; tiny axon (0.0146 um),invalid,1.0,0.0145917128479628,0.0,1.0,1.0,sample3,03
38,gratio=1.000; no myelin; tiny axon (0.0146 um),invalid,1.0,0.0145917128479628,0.0,1.0,1.0,sample3,03
40,border-touching,border,0.7216429359384986,0.7784374519518239,0.1501321172076798,0.9574432296047098,0.9242761643326232,sample3,03
43,border-touching,border,0.8740257938507,1.363525103570961,0.09826311402677843,0.9632121780376152,0.8904538551341209,sample3,03
44,border-touching,border,0.8228619257511381,2.819732885522706,0.3035029557247611,0.9597023939553591,0.7734563372132905,sample3,03
