axon_id,reasons,category,gratio,axon_diam,myelin_thickness,solidity,eccentricity,sample,slice_id
0,border-touching,border,0.7550095753366686,0.6562216276237374,0.1064675339734025,0.8566285472257518,0.5161839416526425,sample4,07
1,border-touching,border,0.8408626913377961,1.015566441995982,0.09610041687648506,0.9649402390438248,0.6891423567908412,sample4,07
2,border-touching,border,0.9049070220934312,1.187051759122546,0.06237120717831006,0.919422061683801,0.68278160754513,sample4,07
3,border-touching,border,0.8533322983196939,0.4673905797266084,0.04016671011428503,0.9318801089918256,0.8801569144496544,sample4,07
4,border-touching,border,0.8780880092152473,1.281248776150196,0.08894301445398102,0.9361908809422621,0.4206202848651974,sample4,07
5,border-touching,border,0.7988718836410182,0.7157380175125468,0.09009895217034464,0.9358226371061844,0.9090925264982074,sample4,07
6,border-touching,border,0.7481588452303747,0.2352842999388712,0.03960005964877854,0.8681135225375626,0.7845170119768294,sample4,07
7,border-touching,border,0.771871996658688,0.5088304137394714,0.07519282136688765,0.976706827309237,0.8032478319888006,sample4,07
8,border-touching,border,0.7861191477444814,0.7992210279467177,0.1087227521987143,0.9633911368015414,0.4351489371602106,sample4,07
9,border-touching,border,0.7395972405425348,1.668663010132253,0.2937574862531203,0.9378922078387779,0.9030775618474848,sample4,07
10,border-touching,border,0.830827487637755,0.3838480350548674,0.03907943431203353,0.9301075268817204,0.8958337681258959,sample4,07
11,border-touching,border,0.7462553146247619,0.4804198194077182,0.08167712412536508,0.9652715939447908,0.6297505926377578,sample4,07
12,gratio=1.000; no myelin; tiny axon (0.0292 um),invalid,1.0,0.0291834256959256,0.0,1.0,0.8944271909999159,sample4,07
13,tiny axon (0.0206 um),artifact,0.3429971702850176,0.02063579820784273,0.0197636875614951,1.0,0.0,sample4,07
14,border-touching,border,0.9076300638572984,1.010100716636135,0.0513992112033248,0.9767631471667346,0.7534896465484305,sample4,07
15,tiny axon (0.0206 um); myelin>>axon (mt/ad=1.00),artifact,0.3333333333333333,0.02063579820784273,0.02063579820784274,1.0,0.0,sample4,07
16,border-touching,border,0.7287200679863262,0.7103631878797241,0.1322231167899195,0.951616141337081,0.5622798241169169,sample4,07
17,tiny axon (0.0357 um),artifact,0.3779644730092272,0.03574225095072239,0.0294114281812755,0.8,0.9731394189664845,sample4,07
18,gratio=1.000; no myelin; tiny axon (0.0292 um),invalid,1.0,0.0291834256959256,0.0,1.0,0.8944271909999159,sample4,07
24,border-touching,border,0.8359576467740142,2.1308397729141,0.2090703829585566,0.9471042813998934,0.883237854264796,sample4,07
29,gratio=1.000; no myelin; tiny axon (0.0413 um),invalid,1.0,0.04127159641568547,0.0,0.8,0.8770580193070292,sample4,07
36,tiny axon (0.0146 um); very low gratio (0.167); myelin>>axon (mt/ad=2.50),artifact,0.1666666666666667,0.0145917128479628,0.036479282119907,1.0,1.0,sample4,07
37,very low gratio (0.267); low solidity (0.710); myelin>>axon (mt/ad=1.37),myelin_dominant,0.2668755191308073,0.1848603593415936,0.2539117402319154,0.7101769911504425,0.5447075403034907,sample4,07
44,tiny axon (0.0206 um); very low gratio (0.158); myelin>>axon (mt/ad=2.66),artifact,0.158113883008419,0.02063579820784273,0.05493822456848239,1.0,0.0,sample4,07
45,gratio=1.000; no myelin; tiny axon (0.0146 um),invalid,1.0,0.0145917128479628,0.0,1.0,1.0,sample4,07
46,border-touching,border,0.569662172854805,0.1979316231077846,0.07476138373789795,0.9292929292929293,0.976208419609909,sample4,07
56,tiny axon (0.0450 um),artifact,0.478451316907585,0.0449746795036421,0.024512927479473,0.9047619047619048,0.8649060023867471,sample4,07
